Antibiotic,level,Imputation,cutoff,HC,HC_raw
Enrofloxacin,species,FALSE,0.2,0.001764152372319097,0.001764152372319097
Enrofloxacin,species,FALSE,0.5,0.005967553633073448,0.005967553633073448
Eravacycline,genus,FALSE,0.1,0.0020321763579880226,0.0020321763579880226
Eravacycline,genus,FALSE,0.2,0.003823719545807663,0.003823719545807663
Eravacycline,genus,FALSE,0.5,0.012813659954685013,0.012813659954685013
Eravacycline,species,FALSE,0.1,0.0010388690016990465,0.0010388690016990465
Eravacycline,species,FALSE,0.2,0.002026560884056295,0.002026560884056295
Eravacycline,species,FALSE,0.5,0.0072766729132707295,0.0072766729132707295
Ertapenem,genus,FALSE,0.1,2.6745273417738496e-4,2.6745273417738496e-4
Ertapenem,genus,FALSE,0.2,7.209188793488805e-4,7.209188793488805e-4
Ertapenem,genus,FALSE,0.5,0.004805441208967883,0.004805441208967883
Ertapenem,species,FALSE,0.1,2.2601779238980027e-4,2.2601779238980027e-4
Ertapenem,species,FALSE,0.2,5.800656818376764e-4,5.800656818376764e-4
Ertapenem,species,FALSE,0.5,0.0035201912792129243,0.0035201912792129243
Erythromycin,genus,FALSE,0.1,0.002408709029576525,0.002408709029576525
Erythromycin,genus,FALSE,0.2,0.005362901820029722,0.005362901820029722
Erythromycin,genus,FALSE,0.5,0.02479793833991936,0.02479793833991936
Erythromycin,species,FALSE,0.1,0.0022976402214794213,0.0022976402214794213
Erythromycin,species,FALSE,0.2,0.0045240563737202035,0.0045240563737202035
Erythromycin,species,FALSE,0.5,0.016536502236497903,0.016536502236497903
Ethambutol,genus,TRUE,0.1,0.027964844940815456,NA
Ethambutol,genus,TRUE,0.2,0.05487278341949343,NA
Ethambutol,genus,TRUE,0.5,0.19925091521301241,NA
Ethambutol,species,TRUE,0.1,0.030130644955915435,0.1198405493213836
Ethambutol,species,TRUE,0.2,0.05762781018291205,0.14269169813815144
Ethambutol,species,TRUE,0.5,0.19925091521301241,0.19925091521301241
Ethionamid,genus,TRUE,0.1,0.005804196794195612,NA
Ethionamid,genus,TRUE,0.2,0.011389029128753203,NA
Ethionamid,genus,TRUE,0.5,0.041355191697558,NA
Ethionamid,species,TRUE,0.1,0.0062537158074823535,NA
Ethionamid,species,TRUE,0.2,0.011960844117965554,NA
Ethionamid,species,TRUE,0.5,0.041355191697558,NA
Faropenem,genus,TRUE,0.1,2.2440089489576625e-4,NA
Faropenem,genus,TRUE,0.2,4.403207573943664e-4,NA
Faropenem,genus,TRUE,0.5,0.0015988675702378696,NA
Faropenem,species,TRUE,0.1,2.4178012451718132e-4,NA
Faropenem,species,TRUE,0.2,4.624281737766615e-4,NA
Faropenem,species,TRUE,0.5,0.0015988675702378696,NA
Fidaxomicin,genus,TRUE,0.1,5.53942233275326e-4,NA
Fidaxomicin,genus,TRUE,0.2,0.0010869487121333242,NA
Fidaxomicin,genus,TRUE,0.5,0.003946866045166429,NA
Fidaxomicin,species,TRUE,0.1,5.968435295182091e-4,NA
Fidaxomicin,species,TRUE,0.2,0.0011415217191101655,NA
Fidaxomicin,species,TRUE,0.5,0.003946866045166429,NA
Florfenicol,genus,FALSE,0.1,0.018345249670961773,0.018345249670961773
Florfenicol,genus,FALSE,0.2,0.028426809316011326,0.028426809316011326
Florfenicol,genus,FALSE,0.5,0.06570587827125184,0.06570587827125184
Florfenicol,species,FALSE,0.1,0.022660022541122305,0.022660022541122305
Florfenicol,species,FALSE,0.2,0.03488977051730332,0.03488977051730332
Florfenicol,species,FALSE,0.5,0.0796675166992878,0.0796675166992878
Fluconazole,genus,TRUE,0.1,0.007178338249551995,NA
Fluconazole,genus,TRUE,0.2,0.014085377584362395,NA
Fluconazole,genus,TRUE,0.5,0.05114601811520362,NA
Fluconazole,species,FALSE,0.1,0.00641760932565571,0.00641760932565571
Fluconazole,species,FALSE,0.2,0.013086352577163125,0.013086352577163125
Fluconazole,species,FALSE,0.5,0.0511460181152036,0.0511460181152036
Flumequine,genus,TRUE,0.1,0.004309730697048264,0.010504887336506539
Flumequine,genus,TRUE,0.2,0.008456578952465875,0.01518123084467061
Flumequine,genus,TRUE,0.5,0.030707046204828347,0.030707046204828347
Flumequine,species,FALSE,0.1,0.011961772480751302,0.011961772480751302
Flumequine,species,FALSE,0.2,0.01780723989943709,0.01780723989943709
Flumequine,species,FALSE,0.5,0.03812225787741103,0.03812225787741103
Fosfomycin,genus,FALSE,0.1,0.04258970295041572,0.04258970295041572
Fosfomycin,genus,FALSE,0.2,0.07368734227929485,0.07368734227929485
Fosfomycin,genus,FALSE,0.5,0.2103170356546906,0.2103170356546906
Fosfomycin,species,FALSE,0.1,0.04596843471293254,0.04596843471293254
Fosfomycin,species,FALSE,0.2,0.08941967366734645,0.08941967366734645
Fosfomycin,species,FALSE,0.5,0.3193462310795979,0.3193462310795979
Fusidic acid,genus,TRUE,0.1,0.009014099607011078,0.006549844629701228
Fusidic acid,genus,TRUE,0.2,0.01768751933021933,0.014341199141765026
Fusidic acid,genus,TRUE,0.5,0.064225909362966,0.064225909362966
Fusidic acid,species,FALSE,0.1,0.0031390563832293644,0.0031390563832293644
Fusidic acid,species,FALSE,0.2,0.006690500834651657,0.006690500834651657
Fusidic acid,species,FALSE,0.5,0.028458372348990835,0.028458372348990835
Gamithromycin,genus,TRUE,0.1,0.004776135853899882,0.03209674293992473
Gamithromycin,genus,TRUE,0.2,0.009371761897760884,0.03274775283905375
Gamithromycin,genus,TRUE,0.5,0.034030206213740706,0.034030206213740706
Gamithromycin,species,TRUE,0.1,0.0051244931268185495,0.029793394888827745
Gamithromycin,species,TRUE,0.2,0.009801095118541731,0.03113989530608061
Gamithromycin,species,TRUE,0.5,0.033887756037592774,0.033887756037592774
Gatifloxacin,genus,FALSE,0.1,6.552444866879094e-4,6.552444866879094e-4
Gatifloxacin,genus,FALSE,0.2,0.0012820532574059063,0.0012820532574059063
Gatifloxacin,genus,FALSE,0.5,0.004629920993443638,0.004629920993443638
Gatifloxacin,species,FALSE,0.1,9.085050172147858e-4,9.085050172147858e-4
Gatifloxacin,species,FALSE,0.2,0.0017979182256198708,0.0017979182256198708
Gatifloxacin,species,FALSE,0.5,0.006635717539073572,0.006635717539073572
Gemifloxacin,genus,FALSE,0.1,2.734158053516391e-4,2.734158053516391e-4
Gemifloxacin,genus,FALSE,0.2,5.765588917504028e-4,5.765588917504028e-4
Gemifloxacin,genus,FALSE,0.5,0.002402810171338001,0.002402810171338001
Gemifloxacin,species,FALSE,0.1,2.2133337671469337e-4,2.2133337671469337e-4
Gemifloxacin,species,FALSE,0.2,4.5384277382144196e-4,4.5384277382144196e-4
Gemifloxacin,species,FALSE,0.5,0.0017927314063091583,0.0017927314063091583
Gentamicin,genus,FALSE,0.1,0.013163365211118763,0.013163365211118763
Gentamicin,genus,FALSE,0.2,0.02195360081578937,0.02195360081578937
Gentamicin,genus,FALSE,0.5,0.0584083279926091,0.0584083279926091
Gentamicin,species,FALSE,0.1,0.00789388824648881,0.00789388824648881
Gentamicin,species,FALSE,0.2,0.015007759535532504,0.015007759535532504
Gentamicin,species,FALSE,0.5,0.051299408975946474,0.051299408975946474
Imipenem,genus,FALSE,0.1,0.001774804454109796,0.001774804454109796
Imipenem,genus,FALSE,0.2,0.003661707778866793,0.003661707778866793
Imipenem,genus,FALSE,0.5,0.014635592680607292,0.014635592680607292
Imipenem,species,FALSE,0.1,0.0011423417351739253,0.0011423417351739253
Imipenem,species,FALSE,0.2,0.002379535439090014,0.002379535439090014
Imipenem,species,FALSE,0.5,0.009686856787910399,0.009686856787910399
Isavuconazole,genus,TRUE,0.1,0.002830178074380901,NA
Isavuconazole,genus,TRUE,0.2,0.005553392083624176,NA
Isavuconazole,genus,TRUE,0.5,0.020165159961718415,NA
Isavuconazole,species,TRUE,0.1,0.0030493675506394827,0.00676896978624138
Isavuconazole,species,TRUE,0.2,0.005832214167446272,0.009846098872886727
Isavuconazole,species,TRUE,0.5,0.020165159961718415,0.020165159961718415
Itraconazole,genus,TRUE,0.1,0.0012013841451449664,0.0031133217301163724
Itraconazole,genus,TRUE,0.2,0.002357363044196113,0.004405630455730185
Itraconazole,genus,TRUE,0.5,0.008559921964493353,0.008559921964493353
Itraconazole,species,FALSE,0.1,0.001475366299721894,0.001475366299721894
Itraconazole,species,FALSE,0.2,0.0023690325857627643,0.0023690325857627643
Itraconazole,species,FALSE,0.5,0.005861869232245467,0.005861869232245467
Kanamycin,genus,FALSE,0.1,0.03531246517292931,0.03531246517292931
Kanamycin,genus,FALSE,0.2,0.06263815452223087,0.06263815452223087
Kanamycin,genus,FALSE,0.5,0.18751027157510414,0.18751027157510414
Kanamycin,species,FALSE,0.1,0.030870203068402175,0.030870203068402175
Kanamycin,species,FALSE,0.2,0.05412105333858609,0.05412105333858609
Kanamycin,species,FALSE,0.5,0.15842581401093841,0.15842581401093841
Levofloxacin,genus,FALSE,0.1,0.0010371898338567029,0.0010371898338567029
Levofloxacin,genus,FALSE,0.2,0.0020919604929352685,0.0020919604929352685
Levofloxacin,genus,FALSE,0.5,0.008006806789193936,0.008006806789193936
Levofloxacin,species,FALSE,0.1,0.001555583080945905,0.001555583080945905
Levofloxacin,species,FALSE,0.2,0.0032683326575098344,0.0032683326575098344
Levofloxacin,species,FALSE,0.5,0.013525893256313391,0.013525893256313391
Lincomycin,genus,TRUE,0.1,0.04490993133140248,0.06168385240592664
Lincomycin,genus,TRUE,0.2,0.08812253171965953,0.10854308611132941
Lincomycin,genus,TRUE,0.5,0.31998550104152834,0.31998550104152834
Lincomycin,species,TRUE,0.1,0.022387582986601772,0.033588860505635004
Lincomycin,species,TRUE,0.2,0.04281844562881777,0.055890399846392366
Lincomycin,species,TRUE,0.5,0.1480468276073827,0.1480468276073827
Linezolid,genus,FALSE,0.1,0.01413056228634061,0.01413056228634061
Linezolid,genus,FALSE,0.2,0.02258625756160464,0.02258625756160464
Linezolid,genus,FALSE,0.5,0.05539994559095603,0.05539994559095603
Linezolid,species,FALSE,0.1,0.009931691065527739,0.009931691065527739
Linezolid,species,FALSE,0.2,0.014258898212990864,0.014258898212990864
Linezolid,species,FALSE,0.5,0.028481270725459425,0.028481270725459425
Loracarbef,genus,FALSE,0.1,0.011947915608167672,0.011947915608167672
Loracarbef,genus,FALSE,0.2,0.024439113317916157,0.024439113317916157
Loracarbef,genus,FALSE,0.5,0.0960854004425413,0.0960854004425413
Loracarbef,species,FALSE,0.1,0.009441934018732032,0.009441934018732032
Loracarbef,species,FALSE,0.2,0.018808704464679377,0.018808704464679377
Loracarbef,species,FALSE,0.5,0.07029740334867193,0.07029740334867193
Mecillinam,genus,FALSE,0.1,0.01073127900239553,0.01073127900239553
Mecillinam,genus,FALSE,0.2,0.024307623342057185,0.024307623342057185
Mecillinam,genus,FALSE,0.5,0.11616076340583172,0.11616076340583172
Mecillinam,species,FALSE,0.1,0.008082855645556756,0.008082855645556756
Mecillinam,species,FALSE,0.2,0.018264586847592797,0.018264586847592797
Mecillinam,species,FALSE,0.5,0.08688119122590139,0.08688119122590139
Meropenem,genus,FALSE,0.1,4.361670256961547e-4,4.361670256961547e-4
Meropenem,genus,FALSE,0.2,9.545867735695425e-4,9.545867735695425e-4
Meropenem,genus,FALSE,0.5,0.004271428257069303,0.004271428257069303
Meropenem,species,FALSE,0.1,5.428398228637572e-4,5.428398228637572e-4
Meropenem,species,FALSE,0.2,0.0010262433943500732,0.0010262433943500732
Meropenem,species,FALSE,0.5,0.0034703004316968527,0.0034703004316968527
Metronidazole,genus,FALSE,0.1,0.0031694291655774962,0.0031694291655774962
Metronidazole,genus,FALSE,0.2,0.00452756914778567,0.00452756914778567
Metronidazole,genus,FALSE,0.5,0.008957161671245478,0.008957161671245478
Metronidazole,species,FALSE,0.1,0.004632855325519535,0.004632855325519535
Metronidazole,species,FALSE,0.2,0.0064498189593402075,0.0064498189593402075
Metronidazole,species,FALSE,0.5,0.012146595652013372,0.012146595652013372
Micafungin,genus,TRUE,0.1,4.306140789955681e-4,NA
Micafungin,genus,TRUE,0.2,8.449534815628918e-4,NA
Micafungin,genus,TRUE,0.5,0.0030681467937713307,NA
Micafungin,species,FALSE,0.1,2.5544686371934165e-4,2.5544686371934165e-4
Micafungin,species,FALSE,0.2,5.996484179065508e-4,5.996484179065508e-4
Micafungin,species,FALSE,0.5,0.0030681467937713363,0.0030681467937713363
Minocycline,genus,FALSE,0.1,0.005956285654173108,0.005956285654173108
Minocycline,genus,FALSE,0.2,0.010881513400384926,0.010881513400384926
Minocycline,genus,FALSE,0.5,0.0344642076437166,0.0344642076437166
Minocycline,species,FALSE,0.1,0.0039349403325522805,0.0039349403325522805
Minocycline,species,FALSE,0.2,0.00691144553366045,0.00691144553366045
Minocycline,species,FALSE,0.5,0.020303302336559637,0.020303302336559637
Moxifloxacin,genus,FALSE,0.1,0.0024404329899141543,0.0024404329899141543
Moxifloxacin,genus,FALSE,0.2,0.003813920976344389,0.003813920976344389
Moxifloxacin,genus,FALSE,0.5,0.00896038744306636,0.00896038744306636
Moxifloxacin,species,FALSE,0.1,0.002918679727102853,0.002918679727102853
Moxifloxacin,species,FALSE,0.2,0.004662556958486132,0.004662556958486132
Moxifloxacin,species,FALSE,0.5,0.011423953977364369,0.011423953977364369
Mupirocin,genus,TRUE,0.1,0.003002445486043361,0.021113485913445487
Mupirocin,genus,TRUE,0.2,0.005891416213219625,0.021208878249192105
Mupirocin,genus,TRUE,0.5,0.021392573863271088,0.021392573863271088
Mupirocin,species,FALSE,0.1,0.009601558513956717,0.009601558513956717
Mupirocin,species,FALSE,0.2,0.012621799208408314,0.012621799208408314
Mupirocin,species,FALSE,0.5,0.02129883420023363,0.02129883420023363
Nalidixic acid,genus,FALSE,0.1,0.06201246524044015,0.06201246524044015
Nalidixic acid,genus,FALSE,0.2,0.08310714668132083,0.08310714668132083
Nalidixic acid,genus,FALSE,0.5,0.14551381648994183,0.14551381648994183
Nalidixic acid,species,FALSE,0.1,0.06545452374568414,0.06545452374568414
Nalidixic acid,species,FALSE,0.2,0.08570179162266046,0.08570179162266046
Nalidixic acid,species,FALSE,0.5,0.1435212406602777,0.1435212406602777
Narasin,genus,TRUE,0.1,0.0037958355740300184,NA
Narasin,genus,TRUE,0.2,0.007448210915904474,NA
Narasin,genus,TRUE,0.5,0.027045517817969957,NA
Narasin,species,TRUE,0.1,0.004089812556950905,0.016219451840698472
Narasin,species,TRUE,0.2,0.007822167167695664,0.019331453567795656
Narasin,species,TRUE,0.5,0.027045517817969968,0.027045517817969968
Neomycin,genus,FALSE,0.1,0.02597881542364863,0.02597881542364863
Neomycin,genus,FALSE,0.2,0.043572882071720796,0.043572882071720796
Neomycin,genus,FALSE,0.5,0.11718927167003491,0.11718927167003491
Neomycin,species,FALSE,0.1,0.01171045377252426,0.01171045377252426
Neomycin,species,FALSE,0.2,0.024368504551897714,0.024368504551897714
Neomycin,species,FALSE,0.5,0.09900929139578335,0.09900929139578335
Netilmicin,genus,FALSE,0.1,0.00677542298277902,0.00677542298277902
Netilmicin,genus,FALSE,0.2,0.012733985283706888,0.012733985283706888
Netilmicin,genus,FALSE,0.5,0.04257956987122223,0.04257956987122223
Netilmicin,species,FALSE,0.1,0.003458570539089825,0.003458570539089825
Netilmicin,species,FALSE,0.2,0.007513931884957266,0.007513931884957266
Netilmicin,species,FALSE,0.5,0.03315266724194265,0.03315266724194265
Nitrofurantoin,genus,FALSE,0.1,0.09184768098207112,0.09184768098207112
Nitrofurantoin,genus,FALSE,0.2,0.17682169391394506,0.17682169391394506
Nitrofurantoin,genus,FALSE,0.5,0.6190759081817525,0.6190759081817525
Nitrofurantoin,species,FALSE,0.1,0.09329385519884545,0.09329385519884545
Nitrofurantoin,species,FALSE,0.2,0.1728864837283865,0.1728864837283865
Nitrofurantoin,species,FALSE,0.5,0.5627170359390342,0.5627170359390342
Norfloxacin,genus,FALSE,0.1,0.001775033507126203,0.001775033507126203
Norfloxacin,genus,FALSE,0.2,0.0044999119661128465,0.0044999119661128465
Norfloxacin,genus,FALSE,0.5,0.026673674808066622,0.026673674808066622
Norfloxacin,species,FALSE,0.1,0.002580850480586969,0.002580850480586969
Norfloxacin,species,FALSE,0.2,0.006365825236750778,0.006365825236750778
Norfloxacin,species,FALSE,0.5,0.03580611555152028,0.03580611555152028
Norvancomycin,genus,TRUE,0.1,0.005571570416949706,NA
Norvancomycin,genus,TRUE,0.2,0.01093256828145398,NA
Norvancomycin,genus,TRUE,0.5,0.039697717155252076,NA
Norvancomycin,species,TRUE,0.1,0.006003073159721874,0.029456357992000835
Norvancomycin,species,TRUE,0.2,0.011481465500281911,0.032633482913517524
Norvancomycin,species,TRUE,0.5,0.039697717155252076,0.039697717155252076
Ofloxacin,genus,FALSE,0.1,0.0010768604311212626,0.0010768604311212626
Ofloxacin,genus,FALSE,0.2,0.002233991163853781,0.002233991163853781
Ofloxacin,genus,FALSE,0.5,0.009023565131813236,0.009023565131813236
Ofloxacin,species,FALSE,0.1,0.0017862891731411125,0.0017862891731411125
Ofloxacin,species,FALSE,0.2,0.0036918213456621513,0.0036918213456621513
Ofloxacin,species,FALSE,0.5,0.014805159618075476,0.014805159618075476
Oritavancin (with P80),genus,TRUE,0.1,1.1668092286976383e-4,4.927862576119177e-4
Oritavancin (with P80),genus,TRUE,0.2,2.2895199395418003e-4,5.896948971385089e-4
Oritavancin (with P80),genus,TRUE,0.5,8.313573960056935e-4,8.313573960056935e-4
Oritavancin (with P80),species,FALSE,0.1,4.268246138490113e-4,4.268246138490113e-4
Oritavancin (with P80),species,FALSE,0.2,5.505781616682103e-4,5.505781616682103e-4
Oritavancin (with P80),species,FALSE,0.5,8.960807679946627e-4,8.960807679946627e-4
Oxacillin,genus,TRUE,0.1,0.012661021377907603,0.009040143621000751
Oxacillin,genus,TRUE,0.2,0.024843530704706324,0.01991312539909791
Oxacillin,genus,TRUE,0.5,0.0902104089051331,0.0902104089051331
Oxacillin,species,FALSE,0.1,0.0026333284124712107,0.0026333284124712107
Oxacillin,species,FALSE,0.2,0.005072598915292617,0.005072598915292617
Oxacillin,species,FALSE,0.5,0.01778004022315823,0.01778004022315823
Oxytetracycline,genus,TRUE,0.1,0.03366999956047949,NA
Oxytetracycline,genus,TRUE,0.2,0.06606747141015094,NA
Oxytetracycline,genus,TRUE,0.5,0.23990042647637275,NA
Oxytetracycline,species,TRUE,0.1,0.03627764804595599,NA
Oxytetracycline,species,TRUE,0.2,0.06938455577481431,NA
Oxytetracycline,species,TRUE,0.5,0.23990042647637275,NA
Paraaminosalicylic acid (PAS),genus,TRUE,0.1,0.002269754641198504,NA
Paraaminosalicylic acid (PAS),genus,TRUE,0.2,0.0044537259228673454,NA
Paraaminosalicylic acid (PAS),genus,TRUE,0.5,0.01617211504390329,NA
Paraaminosalicylic acid (PAS),species,TRUE,0.1,0.0024455408701793834,NA
Paraaminosalicylic acid (PAS),species,TRUE,0.2,0.004677336488065537,NA
Paraaminosalicylic acid (PAS),species,TRUE,0.5,0.01617211504390329,NA
Pefloxacin,genus,TRUE,0.1,0.06282903767282612,NA
Pefloxacin,genus,TRUE,0.2,0.12328350770307,NA
Pefloxacin,genus,TRUE,0.5,0.44766002760816265,NA
Pefloxacin,species,TRUE,0.1,0.06769497313674562,0.3121693956668318
Pefloxacin,species,TRUE,0.2,0.12947326776341758,0.35329172675952286
Pefloxacin,species,TRUE,0.5,0.44766002760816265,0.44766002760816265
Phenoxymethylpenicillin,genus,TRUE,0.1,0.0016668094861828052,0.0013302199974053145
Phenoxymethylpenicillin,genus,TRUE,0.2,0.0032706233891314804,0.0028203081235027108
Phenoxymethylpenicillin,genus,TRUE,0.5,0.01187610073685502,0.01187610073685502
Phenoxymethylpenicillin,species,FALSE,0.1,6.453049121010288e-4,6.453049121010288e-4
Phenoxymethylpenicillin,species,FALSE,0.2,0.001472212124351926,0.001472212124351926
Phenoxymethylpenicillin,species,FALSE,0.5,0.007132560343060191,0.007132560343060191
Piperacillin,genus,FALSE,0.1,0.008639695096117105,0.008639695096117105
Piperacillin,genus,FALSE,0.2,0.015476550278606524,0.015476550278606524
Piperacillin,genus,FALSE,0.5,0.04720839398073251,0.04720839398073251
Piperacillin,species,FALSE,0.1,0.004870186694469279,0.004870186694469279
Piperacillin,species,FALSE,0.2,0.009818059575153568,0.009818059575153568
Piperacillin,species,FALSE,0.5,0.037542214648943334,0.037542214648943334
Piperacillin-tazobactam,genus,FALSE,0.1,0.0043048471339043855,0.0043048471339043855
Piperacillin-tazobactam,genus,FALSE,0.2,0.009052031899619157,0.009052031899619157
Piperacillin-tazobactam,genus,FALSE,0.5,0.03752023009002246,0.03752023009002246
Piperacillin-tazobactam,species,FALSE,0.1,0.0038005423164594594,0.0038005423164594594
Piperacillin-tazobactam,species,FALSE,0.2,0.008161680395338268,0.008161680395338268
Piperacillin-tazobactam,species,FALSE,0.5,0.035220489348763546,0.035220489348763546
Posaconazole,genus,TRUE,0.1,5.416451128809692e-4,0.002107241833694334
Posaconazole,genus,TRUE,0.2,0.0010628192300814454,0.002593726778791683
Posaconazole,genus,TRUE,0.5,0.0038592484489220797,0.0038592484489220797
Posaconazole,species,FALSE,0.1,0.0012195869790683675,0.0012195869790683675
Posaconazole,species,FALSE,0.2,0.0017372042840732202,0.0017372042840732202
Posaconazole,species,FALSE,0.5,0.00341800467850948,0.00341800467850948
Pyrazinamide,genus,TRUE,0.1,0.2833185301556085,NA
Pyrazinamide,genus,TRUE,0.2,0.5559292882495984,NA
Pyrazinamide,genus,TRUE,0.5,2.0186586605355337,NA
Pyrazinamide,species,TRUE,0.1,0.3052607679254857,NA
Pyrazinamide,species,TRUE,0.2,0.5838411230837651,NA
Pyrazinamide,species,TRUE,0.5,2.0186586605355337,NA
Quinupristin-dalfopristin,genus,FALSE,0.1,0.005859646978658938,0.005859646978658938
Quinupristin-dalfopristin,genus,FALSE,0.2,0.012928658773587941,0.012928658773587941
Quinupristin-dalfopristin,genus,FALSE,0.5,0.05875490632821696,0.05875490632821696
Quinupristin-dalfopristin,species,FALSE,0.1,0.005520190931524041,0.005520190931524041
Quinupristin-dalfopristin,species,FALSE,0.2,0.009564333894430609,0.009564333894430609
Quinupristin-dalfopristin,species,FALSE,0.5,0.027372077297668808,0.027372077297668808
Retapamulin,genus,TRUE,0.1,4.2167185305343256e-4,0.0015535653152263268
Retapamulin,genus,TRUE,0.2,8.274069931611339e-4,0.001948301139587292
Retapamulin,genus,TRUE,0.5,0.003004432987855978,0.003004432987855978
Retapamulin,species,FALSE,0.1,0.0016868314642423336,0.0016868314642423336
Retapamulin,species,FALSE,0.2,0.002181240647593002,0.002181240647593002
Retapamulin,species,FALSE,0.5,0.0035666799652233913,0.0035666799652233913
Rifampicin,genus,FALSE,0.1,6.378660890529387e-4,6.378660890529387e-4
Rifampicin,genus,FALSE,0.2,0.0015233118346808453,0.0015233118346808453
Rifampicin,genus,FALSE,0.5,0.00805463594469078,0.00805463594469078
Rifampicin,species,FALSE,0.1,4.3635924086287016e-4,4.3635924086287016e-4
Rifampicin,species,FALSE,0.2,0.0010096023769666784,0.0010096023769666784
Rifampicin,species,FALSE,0.5,0.005024544261668219,0.005024544261668219
Roxithromycin,genus,FALSE,0.1,0.002357258099741034,0.002357258099741034
Roxithromycin,genus,FALSE,0.2,0.005751889375214919,0.005751889375214919
Roxithromycin,genus,FALSE,0.5,0.031691558306611856,0.031691558306611856
Roxithromycin,species,FALSE,0.1,0.0018245464799830874,0.0018245464799830874
Roxithromycin,species,FALSE,0.2,0.0043299665930164365,0.0043299665930164365
Roxithromycin,species,FALSE,0.5,0.022621403109980995,0.022621403109980995
Secnidazole,genus,TRUE,0.1,0.0057709283124055795,NA
Secnidazole,genus,TRUE,0.2,0.011323749517876642,NA
Secnidazole,genus,TRUE,0.5,0.04111815210522552,NA
Secnidazole,species,TRUE,0.1,0.006217870773649365,0.04110865431195516
Secnidazole,species,TRUE,0.2,0.011892286979253451,0.0411119144620017
Secnidazole,species,TRUE,0.5,0.04111815210522552,0.04111815210522552
Sparfloxacin,genus,FALSE,0.1,3.1294262158639485e-4,3.1294262158639485e-4
Sparfloxacin,genus,FALSE,0.2,6.964027868070199e-4,6.964027868070199e-4
Sparfloxacin,genus,FALSE,0.5,0.003217035735016595,0.003217035735016595
Sparfloxacin,species,FALSE,0.1,4.4554899717247e-4,4.4554899717247e-4
Sparfloxacin,species,FALSE,0.2,9.676087410260278e-4,9.676087410260278e-4
Sparfloxacin,species,FALSE,0.5,0.00426611788344121,0.00426611788344121
Spectinomycin,genus,FALSE,0.1,0.3777332484881037,0.3777332484881037
Spectinomycin,genus,FALSE,0.2,0.46606355299035995,0.46606355299035995
Spectinomycin,genus,FALSE,0.5,0.6966787156860588,0.6966787156860588
Spectinomycin,species,FALSE,0.1,0.12692690506181553,0.12692690506181553
Spectinomycin,species,FALSE,0.2,0.2192083931584191,0.2192083931584191
Spectinomycin,species,FALSE,0.5,0.6235013033369268,0.6235013033369268
Spiramycin,genus,TRUE,0.1,0.0014983102103976824,NA
Spiramycin,genus,TRUE,0.2,0.0029399931179439685,NA
Spiramycin,genus,TRUE,0.5,0.010675534991399597,NA
Spiramycin,species,TRUE,0.1,0.0016143501985746783,0.004939656832401549
Spiramycin,species,TRUE,0.2,0.0030876029022386866,0.00643561369123255
Spiramycin,species,TRUE,0.5,0.010675534991399597,0.010675534991399597
Streptomycin,genus,FALSE,0.1,0.05769130568334061,0.05769130568334061
Streptomycin,genus,FALSE,0.2,0.09328910966563529,0.09328910966563529
Streptomycin,genus,FALSE,0.5,0.23395363121348423,0.23395363121348423
Streptomycin,species,FALSE,0.1,0.05132482864891556,0.05132482864891556
Streptomycin,species,FALSE,0.2,0.0961731338423629,0.0961731338423629
Streptomycin,species,FALSE,0.5,0.3197425953921922,0.3197425953921922
Sulbactam,genus,FALSE,0.1,0.48627031848082813,0.48627031848082813
Sulbactam,genus,FALSE,0.2,0.9988601189415032,0.9988601189415032
Sulbactam,genus,FALSE,0.5,3.958990679270097,3.958990679270097
Sulbactam,species,FALSE,0.1,0.5705847937170242,0.5705847937170242
Sulbactam,species,FALSE,0.2,1.1014454181842677,1.1014454181842677
Sulbactam,species,FALSE,0.5,3.8763237209906922,3.8763237209906922
Sulfamethoxazole,genus,FALSE,0.1,0.23692873980400597,0.23692873980400597
Sulfamethoxazole,genus,FALSE,0.2,0.3296888856322704,0.3296888856322704
Sulfamethoxazole,genus,FALSE,0.5,0.6203051046859117,0.6203051046859117
Sulfamethoxazole,species,FALSE,0.1,0.2717042580228287,0.2717042580228287
Sulfamethoxazole,species,FALSE,0.2,0.3594084807693859,0.3594084807693859
Sulfamethoxazole,species,FALSE,0.5,0.6137786954061264,0.6137786954061264
Tedizolid,genus,TRUE,0.1,0.0013103301317776903,0.005053475903073618
Tedizolid,genus,TRUE,0.2,0.0025711375007172427,0.006238800553117206
Tedizolid,genus,TRUE,0.5,0.009336167553957433,0.009336167553957433
Tedizolid,species,FALSE,0.1,0.004686258227840851,0.004686258227840851
Tedizolid,species,FALSE,0.2,0.005917763864525741,0.005917763864525741
Tedizolid,species,FALSE,0.5,0.009247249559337532,0.009247249559337532
Teicoplanin,genus,TRUE,0.1,0.0016358328513385637,0.0036622163852552143
Teicoplanin,genus,TRUE,0.2,0.0032098408538279526,0.0054492787225125855
Teicoplanin,genus,TRUE,0.5,0.011655390668338745,0.011655390668338745
Teicoplanin,species,FALSE,0.1,0.004229884049316119,0.004229884049316119
Teicoplanin,species,FALSE,0.2,0.006055382412093882,0.006055382412093882
Teicoplanin,species,FALSE,0.5,0.012028854771199887,0.012028854771199887
Telavancin,genus,TRUE,0.1,5.844573522261386e-4,0.001002730461640511
Telavancin,genus,TRUE,0.2,0.0011468256582330364,0.0016347573716107551
